Date,Time of crash,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Weather,Pilot Experience,DelayMinutes (in mins),Aircraft Model,Aircraft Age,Investigation Completed,Incident Severity
29-12-2015,12:59:12,Tokyo,Military - U.S. Army,F4242,Training,Cessna 172,REG23486,CN697,160,21,6,Crash during takeoff.,Fog,29,15,Cessna 208,27,No,Low
13-05-2004,13:12:36,Tokyo,Commercial - AirFly,F2052,Cargo,Wright Flyer,REG14424,CN623,130,75,13,Bird strike reported.,Snow,34,10,Antonov An-225,1,Yes,Medium
13-12-1998,13:50:11,Tokyo,Military - U.S. Army,F2190,International,Boeing 747,REG58754,CN248,161,15,0,Bird strike reported.,Clear,22,5,Antonov An-225,19,No,Medium
21-05-2020,2:24:18,Paris,Military - U.S. Army,F9638,International,F-16 Falcon,REG83525,CN384,39,73,20,Crash during takeoff.,Fog,21,60,Cessna 208,7,Yes,Low
25-04-2014,15:02:17,Delhi,Private - AeroClub,F3033,Cargo,Wright Flyer,REG88830,CN434,197,30,18,Crash during landing.,Storm,2,45,Boeing 737,30,No,High
04-10-1981,12:02:57,Paris,Cargo Air,F1640,Training,F-16 Falcon,REG19103,CN581,49,53,9,Bird strike reported.,Storm,23,15,Boeing 737,18,No,Critical
23-03-1974,12:19:44,Delhi,Rescue Ops,F2989,Training,Airbus A320,REG23466,CN129,115,6,0,Engine failure mid-air.,Clear,21,60,Antonov An-225,8,Yes,Low
24-02-1987,23:57:51,Tokyo,Cargo Air,F1080,Domestic,Boeing 747,REG15646,CN213,25,38,2,Bird strike reported.,Storm,40,60,Antonov An-225,9,Yes,Medium
06-05-2022,14:07:08,Tokyo,Military - U.S. Army,F7771,Cargo,F-16 Falcon,REG78388,CN640,124,73,15,Crash during takeoff.,,21,60,Antonov An-225,8,Yes,High
30-07-1996,22:05:22,Paris,Military - U.S. Army,F4373,Domestic,F-16 Falcon,REG74828,CN161,109,1,6,Crash during takeoff.,Fog,13,15,Boeing 737,11,Yes,High
22-12-1997,22:29:41,London,Cargo Air,F2731,International,Wright Flyer,REG57663,CN494,232,79,16,Engine failure mid-air.,Fog,13,0,Cessna 208,14,Yes,High
15-10-2021,20:06:09,Delhi,Private - AeroClub,F2805,International,F-16 Falcon,REG70404,CN291,137,3,15,Mid-air collision.,Fog,23,10,Boeing 737,30,Yes,High
16-09-2008,6:09:25,Paris,Rescue Ops,F9321,Training,F-16 Falcon,REG67847,CN379,190,12,1,Crash during takeoff.,Fog,13,10,Airbus A380,13,Yes,High
05-07-2017,19:31:33,Delhi,Private - AeroClub,F1817,International,F-16 Falcon,REG38780,CN217,28,4,18,Bird strike reported.,Rain,5,30,Boeing 737,9,Yes,Critical
28-02-2005,12:06:14,Sydney,Commercial - AirFly,F9112,International,Wright Flyer,REG36683,CN455,148,90,19,Bird strike reported.,Clear,7,5,Antonov An-225,24,No,Medium
10-04-1985,10:43:04,London,Military - U.S. Army,F6442,Cargo,Wright Flyer,REG11669,CN782,243,54,10,Crash during landing.,Rain,17,0,Airbus A380,22,Yes,High
05-07-2012,18:00:31,London,Rescue Ops,F2792,Domestic,F-16 Falcon,REG84352,CN796,149,29,16,Mid-air collision.,Rain,10,60,Boeing 737,4,No,High
10-08-2010,15:47:22,Paris,Commercial - AirFly,F8970,Training,Boeing 747,REG70129,CN113,181,38,10,Mid-air collision.,Snow,31,0,Cessna 208,22,Yes,Medium
24-10-2006,7:42:09,Tokyo,Rescue Ops,F1506,International,Airbus A320,REG66455,CN468,106,95,2,Engine failure mid-air.,Fog,7,10,Antonov An-225,29,Yes,High
18-04-2001,10:25:37,Delhi,Commercial - AirFly,F6067,International,F-16 Falcon,REG85958,CN632,176,78,3,Crash during takeoff.,Fog,37,60,Cessna 208,10,Yes,Low
05-10-2014,21:09:29,Sydney,Military - U.S. Army,F9571,Training,Airbus A320,REG83156,CN780,84,38,15,Bird strike reported.,Clear,19,0,Antonov An-225,2,Yes,High
17-03-2023,3:03:31,Tokyo,Private - AeroClub,F8050,Training,F-16 Falcon,REG16540,CN357,71,44,9,Mid-air collision.,Snow,10,0,Cessna 208,5,Yes,Critical
03-07-2022,2:18:14,New York,Rescue Ops,F6810,International,Cessna 172,REG65386,CN508,51,33,9,Mid-air collision.,Storm,12,30,Antonov An-225,22,No,Medium
25-11-1987,8:08:26,Paris,Military - U.S. Army,F5932,Training,F-16 Falcon,REG48972,CN680,237,69,5,Crash during takeoff.,Fog,7,5,Antonov An-225,23,No,High
08-01-2012,11:27:29,Delhi,Rescue Ops,F8557,Domestic,Airbus A320,REG13463,CN885,216,11,4,Mid-air collision.,Storm,16,30,Cessna 208,5,No,Low
24-03-2005,4:25:42,New York,Rescue Ops,F9487,Cargo,F-16 Falcon,REG21096,CN156,139,83,3,Bird strike reported.,Snow,7,60,Cessna 208,19,No,High
18-06-1975,3:47:37,Sydney,Cargo Air,F1868,International,Airbus A320,REG28894,CN675,254,17,7,Engine failure mid-air.,Storm,20,45,Boeing 737,26,No,Medium
16-04-1980,2:00:09,Paris,Private - AeroClub,F9516,Domestic,Wright Flyer,REG36777,CN206,243,3,16,Crash during takeoff.,Fog,4,0,Cessna 208,13,No,Medium
29-01-1991,17:16:52,Paris,Rescue Ops,F3018,Cargo,Wright Flyer,REG93387,CN122,95,18,7,Engine failure mid-air.,Snow,35,5,Antonov An-225,16,No,High
22-12-1978,18:31:23,Sydney,Commercial - AirFly,F7409,Cargo,F-16 Falcon,REG70812,CN526,218,18,0,Bird strike reported.,Fog,8,30,Antonov An-225,1,No,Low
16-11-2009,1:58:58,Tokyo,Military - U.S. Army,F8666,Cargo,Boeing 747,REG11195,CN262,184,64,16,Engine failure mid-air.,Storm,34,15,Boeing 737,6,Yes,High
10-07-2020,10:29:45,London,Commercial - AirFly,F5963,Cargo,F-16 Falcon,REG94559,CN595,193,60,19,Engine failure mid-air.,Snow,33,60,Cessna 208,5,No,High
09-06-2022,19:53:25,New York,Private - AeroClub,F1483,International,Wright Flyer,REG22653,CN781,55,63,15,Bird strike reported.,Rain,16,0,Airbus A380,24,No,Critical
11-10-1975,1:39:16,New York,Private - AeroClub,F2194,Cargo,Boeing 747,REG89499,CN746,16,22,10,Crash during landing.,Fog,25,5,Airbus A380,7,No,Critical
02-04-2009,21:18:14,London,Military - U.S. Army,F8111,International,F-16 Falcon,REG86298,CN124,50,26,1,Engine failure mid-air.,Clear,24,60,Antonov An-225,19,Yes,High
17-08-1986,21:46:58,Sydney,Cargo Air,F9129,International,Wright Flyer,REG84759,CN947,243,64,11,Bird strike reported.,Snow,36,60,Airbus A380,26,Yes,Critical
09-05-2008,20:24:55,New York,Cargo Air,F2280,International,Airbus A320,REG49089,CN203,61,63,7,Crash during landing.,Snow,35,10,Boeing 737,8,No,High
10-01-2005,22:22:04,London,Commercial - AirFly,F2225,International,Airbus A320,REG90117,CN612,160,51,19,Crash during landing.,Snow,8,30,Antonov An-225,30,No,Low
23-11-1972,10:26:16,London,Commercial - AirFly,F1973,International,Wright Flyer,REG81707,CN936,169,96,1,Engine failure mid-air.,Fog,5,60,Boeing 737,12,Yes,Critical
31-08-2023,23:39:59,New York,Cargo Air,F8844,International,Boeing 747,REG15471,CN206,19,63,16,Engine failure mid-air.,Storm,28,15,Cessna 208,26,Yes,Low
19-12-1974,0:49:50,London,Cargo Air,F7215,Domestic,Airbus A320,REG73199,CN153,199,98,12,Engine failure mid-air.,Fog,28,30,Airbus A380,4,No,Low
28-12-2002,11:12:21,Delhi,Private - AeroClub,F4902,International,F-16 Falcon,REG87151,CN110,117,52,17,Mid-air collision.,Clear,1,60,Airbus A380,27,Yes,Low
31-01-1975,4:28:11,Tokyo,Private - AeroClub,F6146,Training,Airbus A320,REG95879,CN350,150,16,19,Crash during takeoff.,Fog,8,45,Boeing 737,3,No,Medium
27-05-2014,22:47:52,Tokyo,Military - U.S. Army,F8266,Training,Boeing 747,REG82273,CN399,126,67,8,Bird strike reported.,Snow,33,0,Boeing 737,12,No,Critical
06-02-1995,2:13:58,London,Cargo Air,F4777,Training,Airbus A320,REG37625,CN225,191,92,4,Crash during landing.,Rain,29,45,Antonov An-225,4,Yes,Critical
11-01-1973,8:17:37,Delhi,Commercial - AirFly,F2384,Domestic,Boeing 747,REG89920,CN493,254,2,12,Crash during takeoff.,,3,5,Airbus A380,13,Yes,Critical
09-10-2017,1:42:19,New York,Cargo Air,F6698,Domestic,Airbus A320,REG54068,CN948,135,96,18,Engine failure mid-air.,Clear,22,45,Antonov An-225,28,No,Low
19-10-1979,17:24:46,Sydney,Commercial - AirFly,F9761,Cargo,Cessna 172,REG85052,CN836,291,98,16,Bird strike reported.,Rain,25,15,Airbus A380,5,Yes,High
14-08-1994,2:15:49,Paris,Commercial - AirFly,F6530,Cargo,F-16 Falcon,REG90681,CN380,186,34,8,Mid-air collision.,Clear,8,10,Cessna 208,27,No,Medium
25-10-2009,14:01:28,New York,Rescue Ops,F1606,Training,Cessna 172,REG93590,CN964,285,27,13,Crash during landing.,Snow,6,10,Cessna 208,3,No,Medium
23-02-1993,8:16:55,Delhi,Military - U.S. Army,F4726,International,Wright Flyer,REG90995,CN771,26,29,3,Crash during landing.,Rain,33,60,Antonov An-225,19,No,Low
26-08-2019,22:14:03,Sydney,Commercial - AirFly,F5217,Domestic,Boeing 747,REG80836,CN835,23,76,7,Bird strike reported.,Clear,5,30,Antonov An-225,4,Yes,Medium
22-04-1988,10:36:23,Sydney,Rescue Ops,F2169,Cargo,Boeing 747,REG28753,CN125,168,77,11,Bird strike reported.,Fog,24,15,Cessna 208,20,Yes,Medium
16-01-2003,1:18:59,London,Cargo Air,F1418,Domestic,Airbus A320,REG37719,CN927,161,65,16,Mid-air collision.,Storm,14,15,Boeing 737,22,Yes,Critical
14-01-1977,2:59:14,Paris,Cargo Air,F9982,Cargo,Airbus A320,REG25891,CN967,271,6,19,Crash during takeoff.,Snow,34,,Cessna 208,9,Yes,High
23-11-1991,10:15:51,Tokyo,Military - U.S. Army,F8468,Training,F-16 Falcon,REG41594,CN555,210,46,2,Bird strike reported.,Snow,33,0,Cessna 208,21,No,Medium
12-04-2010,13:14:36,London,Cargo Air,F5013,Cargo,Airbus A320,REG97281,CN241,134,36,10,Bird strike reported.,Clear,6,15,Antonov An-225,17,Yes,Critical
10-10-1987,5:56:29,New York,Military - U.S. Army,F2979,Cargo,Boeing 747,REG82689,CN828,241,95,3,Engine failure mid-air.,Clear,28,0,Airbus A380,3,Yes,Critical
22-11-2007,11:08:25,Sydney,Cargo Air,F4955,Training,F-16 Falcon,REG54146,CN944,173,75,19,Mid-air collision.,Clear,3,0,Cessna 208,15,No,Critical
01-02-2009,9:48:30,Sydney,Military - U.S. Army,F4005,Domestic,Wright Flyer,REG11020,CN707,190,86,20,Crash during takeoff.,Fog,21,15,Airbus A380,17,No,Low
02-11-1990,9:31:21,New York,Cargo Air,F9481,Cargo,Boeing 747,REG52310,CN493,164,96,5,Engine failure mid-air.,Clear,14,15,Cessna 208,19,No,Low
28-02-2001,9:10:07,Tokyo,Commercial - AirFly,F8973,Cargo,Wright Flyer,REG32193,CN395,133,77,3,Engine failure mid-air.,Storm,10,0,Airbus A380,18,Yes,Low
08-09-2023,1:57:34,Paris,Military - U.S. Army,F1109,Cargo,F-16 Falcon,REG58436,CN308,145,73,13,Crash during takeoff.,Snow,9,60,Antonov An-225,10,Yes,Low
14-11-2009,13:31:16,New York,Military - U.S. Army,F5562,Domestic,Boeing 747,REG20363,CN862,114,93,2,Bird strike reported.,Rain,33,10,Cessna 208,15,Yes,High
10-06-1973,13:06:59,Sydney,Cargo Air,F6202,International,Airbus A320,REG96655,CN957,19,81,20,Crash during landing.,Rain,9,30,Antonov An-225,28,Yes,Medium
19-10-1993,15:09:31,London,Rescue Ops,F5630,International,Wright Flyer,REG93200,CN996,46,66,6,Crash during landing.,Fog,5,15,Airbus A380,23,Yes,Low
08-07-2007,22:16:39,Delhi,Cargo Air,F4845,Training,Cessna 172,REG79528,CN772,93,38,7,Bird strike reported.,Fog,32,60,Antonov An-225,20,No,Critical
03-07-1996,3:14:07,Tokyo,Rescue Ops,F8326,Training,Wright Flyer,REG96824,CN535,60,22,14,Bird strike reported.,Clear,23,45,Antonov An-225,23,Yes,Critical
20-11-2013,19:26:43,London,Private - AeroClub,F5766,Training,Airbus A320,REG38194,CN971,210,7,17,Bird strike reported.,Storm,21,15,Antonov An-225,26,No,Critical
07-10-2005,8:58:03,Tokyo,Rescue Ops,F4587,Training,F-16 Falcon,REG50437,CN558,210,28,18,Engine failure mid-air.,Snow,14,60,Boeing 737,20,No,Medium
05-06-2018,0:46:01,Delhi,Private - AeroClub,F6460,Training,Airbus A320,REG18318,CN770,26,66,6,Bird strike reported.,Snow,13,5,Antonov An-225,28,Yes,High
24-06-1984,11:21:26,London,Cargo Air,F5074,Domestic,F-16 Falcon,REG12625,CN873,270,13,16,Crash during takeoff.,Fog,3,5,Cessna 208,10,Yes,Medium
09-03-1992,1:17:47,New York,Rescue Ops,F7565,International,Boeing 747,REG21130,CN178,38,64,13,Crash during landing.,Clear,35,30,Airbus A380,4,No,Medium
03-01-1998,10:27:32,Sydney,Private - AeroClub,F5950,Training,Cessna 172,REG36563,CN202,136,83,18,Crash during takeoff.,Fog,19,15,Boeing 737,8,No,High
13-05-2013,9:58:44,Paris,Cargo Air,F5007,Cargo,F-16 Falcon,REG75147,CN845,202,47,17,Crash during landing.,Fog,15,30,Boeing 737,13,Yes,Critical
07-03-2003,15:36:06,Sydney,Commercial - AirFly,F6446,International,F-16 Falcon,REG22502,CN674,87,26,15,Mid-air collision.,Rain,6,5,Antonov An-225,20,No,Medium
16-04-1975,15:16:26,Tokyo,Commercial - AirFly,F3467,Domestic,Boeing 747,REG84096,CN713,209,0,8,Engine failure mid-air.,Snow,32,30,Antonov An-225,11,Yes,High
24-05-2011,22:30:32,Paris,Private - AeroClub,F2721,Cargo,F-16 Falcon,REG59241,CN230,7,20,16,Crash during landing.,Rain,13,15,Boeing 737,2,No,Critical
26-04-1985,20:51:33,Delhi,Military - U.S. Army,F9963,Cargo,Cessna 172,REG11213,CN403,61,55,9,Bird strike reported.,Snow,21,30,Cessna 208,19,Yes,Medium
14-01-1996,16:43:13,Paris,Commercial - AirFly,F9509,Training,Cessna 172,REG70670,CN315,170,95,4,Engine failure mid-air.,Snow,31,0,Cessna 208,14,Yes,Medium
18-03-2012,2:00:19,Sydney,Military - U.S. Army,F4264,Domestic,Airbus A320,REG70108,CN438,49,7,19,Crash during takeoff.,Snow,11,0,Cessna 208,21,Yes,High
08-04-1971,6:17:18,Delhi,Cargo Air,F6009,Training,Airbus A320,REG62857,CN360,288,69,20,Engine failure mid-air.,Clear,38,5,Boeing 737,24,Yes,High
31-12-1985,8:36:06,London,Cargo Air,F7274,Training,Airbus A320,REG87616,CN719,142,94,19,Crash during takeoff.,Rain,11,0,Airbus A380,7,Yes,Medium
10-11-1982,5:30:55,New York,Commercial - AirFly,F2274,Domestic,Wright Flyer,REG77070,CN926,226,54,15,Bird strike reported.,Storm,33,60,Boeing 737,8,No,Critical
03-08-2004,22:30:22,Tokyo,Cargo Air,F6193,Domestic,Airbus A320,REG38036,CN270,143,91,4,Crash during takeoff.,Snow,29,15,Cessna 208,22,Yes,Critical
28-03-2001,5:01:55,Tokyo,Rescue Ops,F6668,Cargo,Wright Flyer,REG90868,CN673,98,48,11,Engine failure mid-air.,Clear,13,15,Cessna 208,17,Yes,Low
04-08-2022,9:21:06,Tokyo,Commercial - AirFly,F9237,Domestic,Airbus A320,REG45786,CN134,141,82,15,Crash during takeoff.,Clear,17,10,Boeing 737,19,Yes,Critical
10-10-2010,15:11:30,Sydney,Cargo Air,F2702,Domestic,Boeing 747,REG13779,CN727,79,90,5,Engine failure mid-air.,Clear,27,60,Boeing 737,2,No,Low
11-03-1998,3:54:34,Tokyo,Military - U.S. Army,F1273,Training,Boeing 747,REG32179,CN700,188,66,0,Crash during takeoff.,Fog,4,0,Airbus A380,27,Yes,High
14-07-1977,5:28:02,Tokyo,Cargo Air,F4255,Cargo,Wright Flyer,REG93270,CN864,2,39,8,Mid-air collision.,Storm,8,10,Antonov An-225,19,Yes,Critical
28-11-1977,3:58:05,London,Private - AeroClub,F4041,Training,Airbus A320,REG92132,CN120,87,100,0,Engine failure mid-air.,Storm,30,0,Airbus A380,10,Yes,Medium
09-11-1997,1:24:45,Tokyo,Military - U.S. Army,F5570,International,Airbus A320,REG51358,CN523,116,24,8,Engine failure mid-air.,Rain,19,10,Antonov An-225,9,Yes,Critical
11-11-2001,18:23:22,Sydney,Cargo Air,F8367,International,F-16 Falcon,REG86706,CN494,80,68,18,Engine failure mid-air.,Fog,23,45,Cessna 208,7,No,High
21-02-1978,16:49:13,Tokyo,Military - U.S. Army,F8662,Training,F-16 Falcon,REG25112,CN629,96,60,4,Crash during takeoff.,Snow,21,10,Antonov An-225,22,Yes,High
21-05-1979,20:22:55,New York,Military - U.S. Army,F7904,Cargo,Boeing 747,REG54128,CN763,52,23,11,Bird strike reported.,Rain,30,30,Airbus A380,25,Yes,Critical
13-12-2010,18:36:44,Delhi,Rescue Ops,F8759,International,Boeing 747,REG58918,CN715,173,61,12,Bird strike reported.,Clear,15,60,Boeing 737,14,No,High
23-10-2021,12:37:01,London,Cargo Air,F3726,Training,Airbus A320,REG78692,CN303,291,96,4,Engine failure mid-air.,Storm,4,0,Cessna 208,26,Yes,High
26-02-2011,12:10:29,New York,Military - U.S. Army,F4283,International,Boeing 747,REG50308,CN182,95,30,6,Crash during takeoff.,Clear,16,5,Cessna 208,1,No,Medium
04-12-2000,3:30:35,Sydney,Rescue Ops,F4481,Cargo,Cessna 172,REG70749,CN823,125,97,3,Crash during takeoff.,Rain,21,60,Airbus A380,13,No,High
04-02-2008,19:25:34,New York,Commercial - AirFly,F9000,Domestic,Wright Flyer,REG89760,CN282,121,47,11,Bird strike reported.,Snow,1,30,Antonov An-225,30,Yes,Medium
22-05-1982,15:12:02,London,Commercial - AirFly,F8133,Domestic,Boeing 747,REG60340,CN769,93,54,4,Bird strike reported.,Storm,25,45,Antonov An-225,2,No,Critical
08-02-1986,5:25:43,Paris,Private - AeroClub,F8617,Domestic,Boeing 747,REG99923,CN850,52,83,12,Crash during landing.,Rain,21,5,Antonov An-225,22,No,Low
12-08-2013,20:42:25,Delhi,Private - AeroClub,F5963,Cargo,Boeing 747,REG93115,CN218,231,64,11,Crash during takeoff.,Storm,35,10,Boeing 737,26,Yes,Critical
14-09-2017,12:55:43,New York,Military - U.S. Army,F1113,Training,Airbus A320,REG43795,CN302,264,78,14,Crash during takeoff.,Clear,30,10,Boeing 737,4,No,Critical
08-12-2002,1:56:38,Sydney,Commercial - AirFly,F5134,Cargo,Boeing 747,REG98473,CN403,13,69,8,Engine failure mid-air.,Storm,23,15,Boeing 737,15,No,High
13-03-1973,19:07:22,Sydney,Private - AeroClub,F9704,Cargo,Wright Flyer,REG32968,CN186,274,12,4,Engine failure mid-air.,Fog,28,10,Cessna 208,15,Yes,Critical
24-08-1973,2:20:23,New York,Military - U.S. Army,F2656,Cargo,Airbus A320,REG20323,CN445,155,54,12,Crash during landing.,Rain,17,45,Boeing 737,27,No,Low
12-03-1987,18:16:19,Paris,Cargo Air,F9833,International,F-16 Falcon,REG59051,CN687,243,27,13,Bird strike reported.,Rain,18,30,Boeing 737,20,No,Medium
25-07-1995,8:00:26,London,Private - AeroClub,F7788,International,Boeing 747,REG45003,CN573,163,12,7,Engine failure mid-air.,Clear,21,5,Boeing 737,20,No,Critical
29-09-2022,13:40:38,Tokyo,Cargo Air,F7374,Cargo,Airbus A320,REG11647,CN451,175,40,11,Crash during takeoff.,Rain,30,60,Antonov An-225,7,Yes,Critical
09-12-1992,12:02:42,Paris,Private - AeroClub,F8971,Training,F-16 Falcon,REG37204,CN865,272,47,9,Bird strike reported.,Storm,29,45,Antonov An-225,1,Yes,Medium
19-07-2001,18:27:26,New York,Commercial - AirFly,F9040,International,Cessna 172,REG80463,CN234,194,77,3,Crash during landing.,Fog,14,5,Boeing 737,19,No,Medium
10-04-1984,23:25:35,Delhi,Commercial - AirFly,F4567,Cargo,Airbus A320,REG46553,CN427,186,80,3,Bird strike reported.,Snow,35,30,Antonov An-225,8,No,Critical
15-08-2011,9:52:59,Delhi,Military - U.S. Army,F3910,Cargo,Boeing 747,REG10437,CN645,172,97,14,Engine failure mid-air.,Clear,25,30,Antonov An-225,14,No,Medium
09-08-1972,19:14:08,Paris,Cargo Air,F9247,Domestic,Airbus A320,REG84787,CN849,210,2,10,Mid-air collision.,Rain,11,30,Antonov An-225,22,Yes,High
15-01-1972,23:38:56,Sydney,Rescue Ops,F9377,International,Wright Flyer,REG70000,CN477,123,22,15,Engine failure mid-air.,Storm,9,10,Boeing 737,29,Yes,Medium
26-10-2021,14:29:15,Sydney,Cargo Air,F8268,International,Wright Flyer,REG70477,CN612,57,77,10,Engine failure mid-air.,Rain,30,45,Boeing 737,1,Yes,Critical
18-08-2016,15:55:24,New York,Rescue Ops,F5260,Domestic,Airbus A320,REG94815,CN646,13,56,15,Crash during landing.,Storm,26,60,Boeing 737,12,No,Critical
13-06-2008,3:06:09,Tokyo,Cargo Air,F2831,International,Boeing 747,REG64118,CN772,174,18,7,Crash during takeoff.,Rain,17,0,Cessna 208,21,Yes,Critical
06-02-2014,7:48:16,Tokyo,Commercial - AirFly,F8285,Training,Cessna 172,REG43806,CN681,141,76,1,Engine failure mid-air.,Rain,34,10,Boeing 737,8,No,High
16-02-1996,9:45:10,Paris,Commercial - AirFly,F8787,Cargo,Boeing 747,REG30242,CN861,66,18,19,Bird strike reported.,Fog,17,45,Airbus A380,1,Yes,High
24-04-1983,18:00:16,Tokyo,Cargo Air,F9467,Cargo,Cessna 172,REG91062,CN274,177,82,4,Mid-air collision.,Snow,21,30,Cessna 208,13,No,Medium
13-02-2017,15:11:30,Delhi,Private - AeroClub,F2060,Training,Wright Flyer,REG50541,CN311,115,19,8,Mid-air collision.,Clear,13,10,Antonov An-225,15,Yes,Medium
03-03-1988,11:42:02,Delhi,Private - AeroClub,F6398,Domestic,Boeing 747,REG82520,CN647,276,10,1,Crash during takeoff.,Snow,34,5,Airbus A380,9,Yes,Medium
27-06-1990,22:45:29,London,Private - AeroClub,F5354,Training,F-16 Falcon,REG34905,CN850,33,16,16,Bird strike reported.,Clear,14,5,Airbus A380,19,No,Critical
26-10-1978,17:56:50,New York,Commercial - AirFly,F2196,International,Cessna 172,REG25257,CN552,43,60,6,Crash during landing.,Snow,38,5,Antonov An-225,10,Yes,Critical
03-01-1980,23:56:28,Sydney,Military - U.S. Army,F8475,Domestic,Boeing 747,REG63368,CN715,139,63,20,Engine failure mid-air.,Storm,33,15,Cessna 208,21,No,High
29-09-2017,7:21:17,Sydney,Cargo Air,F9242,Training,Cessna 172,REG24610,CN874,94,62,0,Bird strike reported.,Snow,31,15,Airbus A380,6,Yes,Critical
01-05-1997,3:59:55,Delhi,Commercial - AirFly,F9824,International,Wright Flyer,REG24249,CN881,119,27,9,Mid-air collision.,Storm,21,60,Antonov An-225,4,No,Medium
24-03-2021,21:09:20,London,Military - U.S. Army,F7491,International,Wright Flyer,REG89970,CN778,81,41,16,Crash during takeoff.,Snow,27,60,Cessna 208,8,No,Critical
28-03-1997,11:09:19,Tokyo,Commercial - AirFly,F6166,Cargo,Boeing 747,REG65744,CN676,202,97,13,Crash during landing.,Fog,4,15,Cessna 208,21,Yes,Critical
08-08-1994,0:52:45,London,Military - U.S. Army,F5193,Training,Boeing 747,REG13103,CN429,219,48,10,Mid-air collision.,Snow,13,60,Airbus A380,20,No,High
02-08-1979,2:15:10,Tokyo,Rescue Ops,F8698,Domestic,Cessna 172,REG73837,CN355,144,77,18,Crash during takeoff.,Clear,7,0,Cessna 208,9,No,Critical
02-07-1995,3:30:08,Sydney,Private - AeroClub,F6317,Cargo,Wright Flyer,REG29715,CN703,154,73,6,Mid-air collision.,Clear,29,5,Cessna 208,19,No,High
18-12-1971,4:49:49,New York,Commercial - AirFly,F6918,Cargo,Wright Flyer,REG34135,CN428,240,29,14,Bird strike reported.,Storm,13,45,Cessna 208,9,Yes,Medium
10-09-1980,20:26:27,Delhi,Rescue Ops,F1786,Domestic,Airbus A320,REG58952,CN116,290,55,1,Mid-air collision.,Storm,35,15,Cessna 208,19,No,Low
11-10-1976,18:05:35,New York,Cargo Air,F3592,Domestic,Airbus A320,REG71400,CN724,98,96,2,Crash during takeoff.,Storm,30,15,Airbus A380,21,No,Low
20-04-1986,20:36:21,Delhi,Cargo Air,F8084,Domestic,Cessna 172,REG85332,CN400,4,79,12,Crash during landing.,Clear,15,10,Antonov An-225,5,No,Medium
05-06-2022,21:49:20,Paris,Rescue Ops,F4282,Training,Airbus A320,REG30002,CN293,76,26,9,Engine failure mid-air.,Clear,2,30,Boeing 737,25,Yes,High
19-03-1976,10:55:20,London,Military - U.S. Army,F4304,Training,Wright Flyer,REG65611,CN377,120,27,11,Crash during landing.,Rain,29,0,Antonov An-225,1,No,Medium
